pants-fire,https://www.politifact.com/factchecks/2020/jan/15/donald-trump/trumps-claim-he-saved-pre-ex-conditions-part-fanta/,,,,
pants-fire,https://www.politifact.com/factchecks/2020/jan/07/paul-gosar/photo-barack-obama-shaking-hands-hassan-rouhani-do/,"Paul Gosar tweet, Jan. 6, 2020", ,https://twitter.com/drpaulgosar/status/1214276066086395906?s=12,1214276066086395906
pants-fire,https://www.politifact.com/factchecks/2020/jan/06/facebook-posts/false-2019-and-false-now-rashida-tlaib-did-not-twe/,"Twitter, @RashidaTlaib tweet, Jan. 6, 2020; tweet Jan. 3, 2020", ,https://twitter.com/RashidaTlaib?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,No URL for this!
pants-fire,https://www.politifact.com/factchecks/2019/dec/18/nancy-pelosi/nancy-pelosi-claims-200k-will-be-prohibited-voting/,"Nancy Pelosi (Team Pelosi twitter account), tweet, Dec. 17, 2019", ,https://twitter.com/TeamPelosi/status/1206976392665149441,1206976392665149441
pants-fire,https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-elizabeth-warren-didnt-say-shes-last-woman-colo/,"Elizabeth Warren official Senate Twitter account, visited Dec. 5, 2019", ,https://twitter.com/senwarren?lang=en,No URL for this!
pants-fire,https://www.politifact.com/factchecks/2019/dec/05/jeanne-ives/ives-wrongly-calls-castens-public-town-halls-invit/,"Tweet, Jeanne Ives, Dec. 3, 2019", ,https://twitter.com/JeanneIves/status/1201981418429173762,1201981418429173762
pants-fire,https://www.politifact.com/factchecks/2019/nov/21/viral-image/no-chris-wallace-didnt-call-donald-trump-bunch-nam/,"Donald Trump tweet, Nov. 17, 2019", ,No URL for this!, 
pants-fire,https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/,"President Donald Trump, Tweet, Nov. 15, 2019", ,https://twitter.com/realDonaldTrump/status/1195356198347956224,1195356198347956224
pants-fire,https://www.politifact.com/factchecks/2019/oct/25/donald-trump/donald-trump-says-impeachment-coup-s-pants-fire/,"Donald Trump, tweet, Oct. 1, 2019", ,https://twitter.com/realDonaldTrump/status/1179179573541511176,1179179573541511176
pants-fire,https://www.politifact.com/factchecks/2019/oct/15/facebook-posts/no-barr-didnt-tweet-us-gave-iran-taxpayer-dollars-/,"Twitter, William Barr parody account, Accessed Oct. 14, 2019 ", ,https://twitter.com/AGWillliamBarr,No URL for this!
pants-fire,https://www.politifact.com/factchecks/2019/oct/09/donald-trump/donald-trump-whistleblower-got-phone-call-almost-c/,"Donald Trump, Tweet, Oct. 5, 2019", ,https://twitter.com/realDonaldTrump/status/1180653341539483650,1180653341539483650
pants-fire,https://www.politifact.com/factchecks/2019/oct/04/facebook-posts/monica-lewinsky-didnt-say-she-would-engage-oral-se/,"Twitter, @electorotting, Accessed Oct. 4, 2019", ,https://twitter.com/electorot,No URL for this!
pants-fire,https://www.politifact.com/factchecks/2019/oct/02/kaya-jones/donald-trump-third-term-failed-impeachment-would/,"Kaya Jones on Twitter, Oct. 1, 2019", ,https://twitter.com/KayaJones/status/1179224969642938368,1179224969642938368
pants-fire,https://www.politifact.com/factchecks/2019/sep/19/donald-trump/trump-retweets-false-claim-ilhan-omar-partied-911-/,"Terrence K. Williams on Twitter, Sept. 18, 2019",https://web.archive.org/web/20190918143017/https://twitter.com/w_terrence/status/1173743104098209792,No URL for this!,1173743104098209792
pants-fire,https://www.politifact.com/factchecks/2019/sep/06/facebook-posts/donald-trump-did-not-credit-florida-gov-ron-desant/,"Twitter page, Donald J. Trump, accessed Sept. 6, 2019", ,https://twitter.com/realDonaldTrump,No URL for this!
pants-fire,https://www.politifact.com/factchecks/2019/sep/05/donald-trump/trump-said-almost-all-models-predicted-dorian-woul/,"President Donald Trump, Tweet, 10:51 a.m. Sept. 1, 2019", ,https://twitter.com/realDonaldTrump/status/1168174613827899393?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1168174613827899393&ref_url=https%3A%2F%2Fslate.com%2Fnews-and-politics%2F2019%2F09%2Ftrump-slams-abc-dorian-affect-alabama.html,1168174613827899393
false,https://www.politifact.com/factchecks/2022/mar/23/tweets/web-hed-no-video-doesnt-show-china-eastern-airline/,"Twitter post, March 21, 2022",https://archive.ph/BDWLC,https://twitter.com/ajaydhapabjp/status/1505854973300678656?s=21,1505854973300678656
false,https://www.politifact.com/factchecks/2022/mar/16/tweets/american-megachurches-are-offering-support-ukraine/,"Twitter post, March 7, 2022",https://archive.ph/TW0Qy,https://twitter.com/tg22110/status/1501002813534580743?s=21,1501002813534580743
false,https://www.politifact.com/factchecks/2022/mar/14/tweets/no-zelenskys-hospital-visit-video-doesnt-feature-c/,"Russia Today on Twitter, March 13, 2022",https://archive.ph/mugoI,https://twitter.com/RT_russian/status/1503075131106680841?s=20&t=WBMbacBcFbfFdxQ9QndFCg,1503075131106680841
false,https://www.politifact.com/factchecks/2022/mar/14/tweets/no-document-doesnt-show-secret-ukrainian-military-/,"Twitter, Tweet by the Ministry of Foreign Affairs of the Russian Federation, March 9, 2022",https://archive.ph/QMaea,https://twitter.com/mfa_russia/status/1501461950735257602,1501461950735257602
false,https://www.politifact.com/factchecks/2022/mar/04/tweets/video-climate-change-protest-austria-it-doesnt-sho/,"Twitter post, March 1, 2022",https://archive.ph/WODLL,https://twitter.com/arunpudur/status/1498634033382961158,1498634033382961158
false,https://www.politifact.com/factchecks/2022/feb/28/greta-neubauer/republican-leaders-have-made-clear-they-dont-think/,"Tweet from Assembly Majority Leader Jim Steineke, Jan. 25, 2022", ,https://twitter.com/jimsteineke/status/1486109897838182401,1486109897838182401
false,https://www.politifact.com/factchecks/2022/feb/25/tweets/old-photo-empire-state-building-unrelated-ukraine-/,"Tweet, Feb. 23, 2022",https://archive.is/aFhby,https://twitter.com/AAARPGodess/status/1496719629019975682?s=20&t=iJ37bQrUA1pffTDg6gEVvw,1496719629019975682
false,https://www.politifact.com/factchecks/2022/feb/25/tweets/there-are-no-us-run-biolabs-ukraine-contrary-socia/,,,,
